Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
CTSO,Cytosorbents Corporation Common Stock,144870574,United States,,38625,Health Care,Medical/Dental Instruments
CTXR,Citius Pharmaceuticals Inc. Common Stock,146257797,United States,,403355,Health Care,Biotechnology: Pharmaceutical Preparations
CUBA,Herzfeld Caribbean Basin Fund Inc. (The) Common Stock,24954773,United States,,7051,Finance,Investment Managers
CUE,Cue Biopharma Inc. Common Stock,145483812,United States,2018,292961,Health Care,Biotechnology: Pharmaceutical Preparations
CUEN,Cuentas Inc. Common Stock,13130972,United States,,44346,Technology,Computer Software: Prepackaged Software
CULL,Cullman Bancorp Inc. Common Stock,82946002,United States,2021,577,Finance,Savings Institutions
CURI,CuriosityStream Inc. Class A Common Stock,71288255,United States,2020,90146,Industrials,Broadcasting
CURIW,CuriosityStream Inc. Warrant,0,United States,2020,29520,Industrials,Broadcasting
CUTR,Cutera Inc. Common Stock,532756382,United States,2004,541539,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CVAC,CureVac N.V. Ordinary Shares,1538330083,Germany,2020,438030,Health Care,Biotechnology: Pharmaceutical Preparations
CVBF,CVB Financial Corporation Common Stock,2641175300,United States,,1178559,Finance,Major Banks
CVCO,Cavco Industries Inc. Common Stock When Issued,2601589426,United States,,80275,Consumer Discretionary,Homebuilding
CVCY,Central Valley Community Bancorp Common Stock,249961698,United States,,66095,Finance,Major Banks
CVGI,Commercial Vehicle Group Inc. Common Stock,228945517,United States,2004,451056,Consumer Discretionary,Auto Parts:O.E.M.
CVGW,Calavo Growers Inc. Common Stock,428928880,United States,,268259,Consumer Discretionary,Specialty Foods
CVKD,Cadrenal Therapeutics Inc. Common Stock,14543219,United States,2023,51524,Health Care, Medicinal Chemicals and Botanical Products 
CVLG,Covenant Logistics Group Inc. Class A Common Stock,449494800,United States,,107037,Industrials,Trucking Freight/Courier Services
CVLT,Commvault Systems Inc. Common Stock,2495876146,United States,2006,294207,Technology,Computer Software: Prepackaged Software
CVLY,Codorus Valley Bancorp Inc Common Stock,206470550,United States,,7443,Finance,Savings Institutions
CVRX,CVRx Inc. Common Stock,195938571,United States,2021,671694,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CVT,Cvent Holding Corp. Common Stock,4088780494,United States,1987,2942876,Technology,Computer Software: Prepackaged Software
CVV,CVD Equipment Corporation Common Stock,90867007,United States,,49014,Technology,Industrial Machinery/Components
CWBC,Community West Bancshares Common Stock,112350460,United States,,4534,Finance,Major Banks
CWBR,CohBar Inc. Common Stock,4651082,United States,,10692,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,224258231,Cayman Islands,,41304,Utilities,Water Supply
CWST,Casella Waste Systems Inc. Class A Common Stock,4096501106,United States,1997,292078,Utilities,Environmental Services
